Name,Employee ID,Service Center,Date,Reweigh Total,Reweigh Captured,Reweigh Percentage
Stacy Turner,73458833,DAL,2023-08-17,11,5,0.45
James Harris,90946995,FTW,2023-08-17,17,6,0.35
Sarah Cook,26413709,SHV,2023-08-17,24,5,0.21
Amy Escobar,24798974,SHV,2023-08-17,32,3,0.09
Latoya Salazar,67499931,OKC,2023-08-17,3,3,1.0
Brenda Anderson,19927556,SHV,2023-08-17,84,51,0.61
Rachel Williams,82865659,FTW,2023-08-17,6,5,0.83
Dana Stewart,60786305,STX,2023-08-17,1,1,1.0
Sandra Harris,96132022,DAL,2023-08-17,4,2,0.5
James Roach,20716601,STX,2023-08-17,31,21,0.68
Anna Arnold,66814478,DAL,2023-08-17,48,41,0.85
Jose Mendoza,69637807,HOU,2023-08-17,25,13,0.52
Charles Lloyd,98201322,OKC,2023-08-17,32,4,0.12
Sheryl Hill,34639709,DAL,2023-08-17,35,8,0.23
David Murray,6339396,DAL,2023-08-17,15,8,0.53
Patricia Jackson,39617078,SHV,2023-08-17,11,5,0.45
Jordan Riggs,45897467,DAL,2023-08-17,14,13,0.93
Gregory Stewart,4886122,HOU,2023-08-17,62,35,0.56
Mark Collier,9309564,OKC,2023-08-17,13,7,0.54
Lauren Singleton,42856486,STX,2023-08-17,8,0,0.0
Ronald Duarte,50493362,SHV,2023-08-17,30,11,0.37
John White,93384238,STX,2023-08-17,36,22,0.61
Sandra Hopkins,48756022,DAL,2023-08-17,8,8,1.0
Jill Perez,18947956,DAL,2023-08-17,13,3,0.23
John Jones,77743148,HOU,2023-08-17,26,11,0.42
Valerie Martinez,11650492,FTW,2023-08-17,9,7,0.78
Chelsea Maddox,66295315,STX,2023-08-17,10,6,0.6
Chase Hammond,23514686,FTW,2023-08-17,39,39,1.0
Dorothy Mcbride,83218580,DAL,2023-08-17,66,26,0.39
Barbara Ryan,17568007,DAL,2023-08-17,20,20,1.0
Lynn Hawkins,87449731,HOU,2023-08-17,84,4,0.05
Clarence Gonzalez,2392005,HOU,2023-08-17,81,65,0.8
Anna Smith,2526554,FTW,2023-08-17,40,23,0.57
Peggy Tate,30840273,FTW,2023-08-17,44,0,0.0
Matthew Miles,88643207,FTW,2023-08-17,103,15,0.15
Ruth Hansen,26410811,OKC,2023-08-17,59,11,0.19
Melissa Jones,92375666,FTW,2023-08-17,10,9,0.9
Jose Lloyd,56962859,FTW,2023-08-17,26,22,0.85
Travis Hernandez,31868090,DAL,2023-08-17,45,40,0.89
Elaine Flores,82308356,OKC,2023-08-17,52,32,0.62
Kiara Williams,9364733,FTW,2023-08-17,2,1,0.5
Erin Johnson,47665349,HOU,2023-08-17,20,1,0.05
Kimberly Lawson,16559716,SHV,2023-08-17,9,4,0.44
Mary Watson,6002164,HOU,2023-08-17,80,23,0.29
David Newton,67750878,STX,2023-08-17,50,31,0.62
Rachel Parsons,26264579,FTW,2023-08-17,13,5,0.38
Karen Mathis,27600905,HOU,2023-08-17,40,13,0.32
Jennifer Bowman,59486462,FTW,2023-08-17,0,0,
Patrick Small,39057094,HOU,2023-08-17,2,0,0.0
Jeremy Fry,1481337,STX,2023-08-17,33,15,0.45
Denise Sanchez,58873729,SHV,2023-08-17,0,0,
Miranda West,46967111,STX,2023-08-17,15,8,0.53
Jose Carroll,34218855,FTW,2023-08-17,23,5,0.22
Roberto Alexander,57320968,FTW,2023-08-17,25,18,0.72
Colin King,27389471,OKC,2023-08-17,12,11,0.92
Ethan Gallegos,3536701,HOU,2023-08-17,12,9,0.75
Brittany Webb,37390235,FTW,2023-08-17,57,6,0.11
Austin Herrera,60256606,STX,2023-08-17,8,0,0.0
Bryan Pham,7886301,STX,2023-08-17,89,28,0.31
Brian Taylor,75222115,FTW,2023-08-17,11,3,0.27
Jennifer Brown,57107385,DAL,2023-08-17,48,3,0.06
Tiffany Smith,69716341,SHV,2023-08-17,12,5,0.42
Kristy Jacobs,68190334,HOU,2023-08-17,76,70,0.92
Tony Powell,20879496,DAL,2023-08-17,9,5,0.56
Brandon Moreno,4793547,DAL,2023-08-17,3,1,0.33
Anna Nelson,14325942,SHV,2023-08-17,3,2,0.67
Jacob Carr,74843235,DAL,2023-08-17,18,1,0.06
Pamela Maldonado,81354516,STX,2023-08-17,36,7,0.19
Ryan Porter,34435132,OKC,2023-08-17,3,3,1.0
Hunter Munoz,80766757,OKC,2023-08-17,24,14,0.58
James Bartlett,92131686,OKC,2023-08-17,0,0,
John Woodward,43839176,DAL,2023-08-17,34,13,0.38
Tina Brown,60561543,DAL,2023-08-17,8,5,0.62
Tina Hernandez,72195856,STX,2023-08-17,69,34,0.49
Monique Ray,64606888,HOU,2023-08-17,17,10,0.59
Dave Graham,11267032,STX,2023-08-17,13,4,0.31
Timothy Mccormick,12800401,STX,2023-08-17,62,25,0.4
Adam Farmer,43978655,DAL,2023-08-17,2,2,1.0
Chris Madden,94850672,OKC,2023-08-17,23,0,0.0
Daniel Ibarra,42835825,HOU,2023-08-17,21,3,0.14
Gary Jennings,17112032,DAL,2023-08-17,29,15,0.52
Tracy Johnson,8933606,STX,2023-08-17,9,5,0.56
Sara Davis,40994287,FTW,2023-08-17,35,31,0.89
Michael Gonzales,94497229,DAL,2023-08-17,29,6,0.21
Michael Leach,87179195,STX,2023-08-17,0,0,
Mark Flowers,41639238,HOU,2023-08-17,3,3,1.0
Janice Farmer,97058780,STX,2023-08-17,1,0,0.0
Jacob Hood,31301588,FTW,2023-08-17,4,3,0.75
Elizabeth Stevenson,94871444,STX,2023-08-17,1,0,0.0
Tanner Romero,34636635,SHV,2023-08-17,24,10,0.42
Karen Wells,69335321,FTW,2023-08-17,20,12,0.6
Erik Thompson,49016266,HOU,2023-08-17,33,30,0.91
Rhonda Brooks,13604223,OKC,2023-08-17,28,0,0.0
Brandon Harrell,33123179,SHV,2023-08-17,12,7,0.58
Caitlin George,47685118,HOU,2023-08-17,70,59,0.84
Eric Jackson,53018010,SHV,2023-08-17,65,24,0.37
Thomas Cummings,57246918,FTW,2023-08-17,11,9,0.82
Heather Fuller,16604091,STX,2023-08-17,25,15,0.6
Jimmy Ruiz,63589781,SHV,2023-08-17,4,3,0.75
Veronica Powell,36801459,OKC,2023-08-17,22,3,0.14
Wanda Stanton,4154277,STX,2023-08-17,49,43,0.88
Tami Cooke,14858504,DAL,2023-08-17,0,0,
Lori Glover,31638930,FTW,2023-08-17,1,1,1.0
Cassandra Mckinney,6676986,FTW,2023-08-17,4,0,0.0
Amanda Edwards,65745320,OKC,2023-08-17,0,0,
Stephanie Williams,94908655,STX,2023-08-17,9,9,1.0
Sean Jensen,35869513,OKC,2023-08-17,19,10,0.53
Vicki Lucas,12893340,DAL,2023-08-17,38,38,1.0
Chris Strong,75702629,HOU,2023-08-17,31,5,0.16
Melody Morris,47601713,STX,2023-08-17,13,1,0.08
Brent Farmer,88724736,HOU,2023-08-17,12,0,0.0
Kaitlyn Riley,59208620,FTW,2023-08-17,21,4,0.19
Hunter Woods,75028321,DAL,2023-08-17,9,5,0.56
Jared Brown,52539361,FTW,2023-08-17,19,0,0.0
Tammy Martinez,70842924,DAL,2023-08-17,4,4,1.0
Amy Griffin,18363974,FTW,2023-08-17,24,24,1.0
Susan Carlson,16135607,OKC,2023-08-17,1,0,0.0
Aaron Gaines,52252216,SHV,2023-08-17,5,3,0.6
Jacob Mccormick,72130366,SHV,2023-08-17,24,15,0.62
Timothy Doyle,7543154,FTW,2023-08-17,26,26,1.0
Alexandria Bass,21931263,SHV,2023-08-17,3,3,1.0
Monique Davis,39583203,STX,2023-08-17,1,0,0.0
James Rhodes,91962453,FTW,2023-08-17,4,0,0.0
Matthew Sanchez,96730712,FTW,2023-08-17,42,32,0.76
Seth Tran,26028559,SHV,2023-08-17,46,37,0.8
Jacob Taylor,82557048,SHV,2023-08-17,3,3,1.0
David West,97218182,FTW,2023-08-17,1,1,1.0
Christina Hernandez,73867417,OKC,2023-08-17,5,2,0.4
James Montoya,80808297,SHV,2023-08-17,49,49,1.0
James Cook,28080912,HOU,2023-08-17,0,0,
Lisa Cox,85448011,OKC,2023-08-17,3,0,0.0
James Thompson,54275980,SHV,2023-08-17,9,9,1.0
Brandy Miller,17426573,DAL,2023-08-17,21,15,0.71
Matthew Smith,33080142,STX,2023-08-17,10,8,0.8
Jeffrey Smith,83152142,STX,2023-08-17,6,5,0.83
Bobby Cummings,30700646,HOU,2023-08-17,33,23,0.7
Sean Robertson,63184988,HOU,2023-08-17,39,14,0.36
Tammy Harris,75592235,STX,2023-08-17,23,20,0.87
Victoria Carlson,64573636,STX,2023-08-17,4,2,0.5
Ryan Brown,56185271,FTW,2023-08-17,62,10,0.16
Benjamin Stephens,34036186,DAL,2023-08-17,10,8,0.8
Douglas Nelson,7837865,OKC,2023-08-17,20,5,0.25
Monica Saunders,77624219,STX,2023-08-17,13,12,0.92
Anne French,35660979,DAL,2023-08-17,22,13,0.59
Brian Fisher,76391571,DAL,2023-08-17,11,11,1.0
Jeanne Williamson,71039737,DAL,2023-08-17,19,1,0.05
Douglas Nichols,77270999,SHV,2023-08-18,0,0,
David Ford,9977034,FTW,2023-08-18,0,0,
Sean Obrien,15537511,HOU,2023-08-18,37,19,0.51
Natalie Hopkins,40497336,SHV,2023-08-18,6,0,0.0
Stacy Turner,73458833,DAL,2023-08-18,26,16,0.62
James Harris,90946995,FTW,2023-08-18,8,2,0.25
Sarah Cook,26413709,SHV,2023-08-18,87,31,0.36
Amy Escobar,24798974,SHV,2023-08-18,12,11,0.92
Latoya Salazar,67499931,OKC,2023-08-18,42,29,0.69
Brenda Anderson,19927556,SHV,2023-08-18,51,0,0.0
Rachel Williams,82865659,FTW,2023-08-18,6,0,0.0
Dana Stewart,60786305,STX,2023-08-18,14,7,0.5
Sandra Harris,96132022,DAL,2023-08-18,3,1,0.33
James Roach,20716601,STX,2023-08-18,60,48,0.8
Anna Arnold,66814478,DAL,2023-08-18,33,5,0.15
Jose Mendoza,69637807,HOU,2023-08-18,19,8,0.42
Charles Lloyd,98201322,OKC,2023-08-18,30,26,0.87
Sheryl Hill,34639709,DAL,2023-08-18,69,60,0.87
David Murray,6339396,DAL,2023-08-18,2,2,1.0
Patricia Jackson,39617078,SHV,2023-08-18,3,3,1.0
Jordan Riggs,45897467,DAL,2023-08-18,25,3,0.12
Gregory Stewart,4886122,HOU,2023-08-18,19,14,0.74
Mark Collier,9309564,OKC,2023-08-18,3,2,0.67
Lauren Singleton,42856486,STX,2023-08-18,11,8,0.73
Ronald Duarte,50493362,SHV,2023-08-18,22,6,0.27
John White,93384238,STX,2023-08-18,68,16,0.24
Sandra Hopkins,48756022,DAL,2023-08-18,12,7,0.58
Jill Perez,18947956,DAL,2023-08-18,14,7,0.5
John Jones,77743148,HOU,2023-08-18,5,5,1.0
Valerie Martinez,11650492,FTW,2023-08-18,114,12,0.11
Chelsea Maddox,66295315,STX,2023-08-18,30,4,0.13
Chase Hammond,23514686,FTW,2023-08-18,53,10,0.19
Dorothy Mcbride,83218580,DAL,2023-08-18,16,12,0.75
Barbara Ryan,17568007,DAL,2023-08-18,8,7,0.88
Lynn Hawkins,87449731,HOU,2023-08-18,10,10,1.0
Clarence Gonzalez,2392005,HOU,2023-08-18,1,0,0.0
Anna Smith,2526554,FTW,2023-08-18,16,15,0.94
Peggy Tate,30840273,FTW,2023-08-18,4,0,0.0
Matthew Miles,88643207,FTW,2023-08-18,35,4,0.11
Ruth Hansen,26410811,OKC,2023-08-18,11,10,0.91
Melissa Jones,92375666,FTW,2023-08-18,18,12,0.67
Jose Lloyd,56962859,FTW,2023-08-18,15,9,0.6
Travis Hernandez,31868090,DAL,2023-08-18,53,40,0.75
Elaine Flores,82308356,OKC,2023-08-18,1,1,1.0
Kiara Williams,9364733,FTW,2023-08-18,8,7,0.88
Erin Johnson,47665349,HOU,2023-08-18,32,28,0.88
Kimberly Lawson,16559716,SHV,2023-08-18,31,25,0.81
Mary Watson,6002164,HOU,2023-08-18,1,0,0.0
David Newton,67750878,STX,2023-08-18,1,0,0.0
Rachel Parsons,26264579,FTW,2023-08-18,6,6,1.0
Karen Mathis,27600905,HOU,2023-08-18,75,54,0.72
Jennifer Bowman,59486462,FTW,2023-08-18,8,0,0.0
Patrick Small,39057094,HOU,2023-08-18,0,0,
Jeremy Fry,1481337,STX,2023-08-18,10,8,0.8
Denise Sanchez,58873729,SHV,2023-08-18,11,5,0.45
Miranda West,46967111,STX,2023-08-18,8,1,0.12
Jose Carroll,34218855,FTW,2023-08-18,45,42,0.93
Roberto Alexander,57320968,FTW,2023-08-18,20,14,0.7
Colin King,27389471,OKC,2023-08-18,36,15,0.42
Ethan Gallegos,3536701,HOU,2023-08-18,38,13,0.34
Brittany Webb,37390235,FTW,2023-08-18,29,21,0.72
Austin Herrera,60256606,STX,2023-08-18,16,8,0.5
Bryan Pham,7886301,STX,2023-08-18,0,0,
Brian Taylor,75222115,FTW,2023-08-18,98,40,0.41
Jennifer Brown,57107385,DAL,2023-08-18,64,57,0.89
Tiffany Smith,69716341,SHV,2023-08-18,31,30,0.97
Kristy Jacobs,68190334,HOU,2023-08-18,14,4,0.29
Tony Powell,20879496,DAL,2023-08-18,17,12,0.71
Brandon Moreno,4793547,DAL,2023-08-18,40,40,1.0
Anna Nelson,14325942,SHV,2023-08-18,22,15,0.68
Jacob Carr,74843235,DAL,2023-08-18,17,10,0.59
Pamela Maldonado,81354516,STX,2023-08-18,53,37,0.7
Ryan Porter,34435132,OKC,2023-08-18,70,4,0.06
Hunter Munoz,80766757,OKC,2023-08-18,0,0,
James Bartlett,92131686,OKC,2023-08-18,1,1,1.0
John Woodward,43839176,DAL,2023-08-18,24,17,0.71
Tina Brown,60561543,DAL,2023-08-18,34,12,0.35
Tina Hernandez,72195856,STX,2023-08-18,13,7,0.54
Monique Ray,64606888,HOU,2023-08-18,17,6,0.35
Dave Graham,11267032,STX,2023-08-18,27,1,0.04
Timothy Mccormick,12800401,STX,2023-08-18,3,3,1.0
Adam Farmer,43978655,DAL,2023-08-18,2,2,1.0
Chris Madden,94850672,OKC,2023-08-18,46,12,0.26
Daniel Ibarra,42835825,HOU,2023-08-18,77,13,0.17
Gary Jennings,17112032,DAL,2023-08-18,7,0,0.0
Tracy Johnson,8933606,STX,2023-08-18,14,3,0.21
Sara Davis,40994287,FTW,2023-08-18,30,9,0.3
Michael Gonzales,94497229,DAL,2023-08-18,13,3,0.23
Michael Leach,87179195,STX,2023-08-18,12,9,0.75
Mark Flowers,41639238,HOU,2023-08-18,8,5,0.62
Janice Farmer,97058780,STX,2023-08-18,17,10,0.59
Jacob Hood,31301588,FTW,2023-08-18,34,22,0.65
Elizabeth Stevenson,94871444,STX,2023-08-18,21,5,0.24
Tanner Romero,34636635,SHV,2023-08-18,42,11,0.26
Karen Wells,69335321,FTW,2023-08-18,45,16,0.36
Erik Thompson,49016266,HOU,2023-08-18,26,21,0.81
Rhonda Brooks,13604223,OKC,2023-08-18,15,15,1.0
Brandon Harrell,33123179,SHV,2023-08-18,3,2,0.67
Caitlin George,47685118,HOU,2023-08-18,30,20,0.67
Eric Jackson,53018010,SHV,2023-08-18,6,4,0.67
Thomas Cummings,57246918,FTW,2023-08-18,15,3,0.2
Heather Fuller,16604091,STX,2023-08-18,6,5,0.83
Jimmy Ruiz,63589781,SHV,2023-08-18,7,1,0.14
Veronica Powell,36801459,OKC,2023-08-18,39,6,0.15
Wanda Stanton,4154277,STX,2023-08-18,4,0,0.0
Tami Cooke,14858504,DAL,2023-08-18,59,53,0.9
Lori Glover,31638930,FTW,2023-08-18,25,11,0.44
Cassandra Mckinney,6676986,FTW,2023-08-18,47,0,0.0
Amanda Edwards,65745320,OKC,2023-08-18,41,15,0.37
Stephanie Williams,94908655,STX,2023-08-18,15,4,0.27
Sean Jensen,35869513,OKC,2023-08-18,35,20,0.57
Vicki Lucas,12893340,DAL,2023-08-18,24,17,0.71
Chris Strong,75702629,HOU,2023-08-18,54,35,0.65
Melody Morris,47601713,STX,2023-08-18,0,0,
Brent Farmer,88724736,HOU,2023-08-18,12,7,0.58
Kaitlyn Riley,59208620,FTW,2023-08-18,23,20,0.87
Hunter Woods,75028321,DAL,2023-08-18,10,5,0.5
Jared Brown,52539361,FTW,2023-08-18,48,42,0.88
Tammy Martinez,70842924,DAL,2023-08-18,22,21,0.95
Amy Griffin,18363974,FTW,2023-08-18,4,0,0.0
Susan Carlson,16135607,OKC,2023-08-18,22,5,0.23
Aaron Gaines,52252216,SHV,2023-08-18,5,3,0.6
Jacob Mccormick,72130366,SHV,2023-08-18,42,26,0.62
Timothy Doyle,7543154,FTW,2023-08-18,17,7,0.41
Alexandria Bass,21931263,SHV,2023-08-18,4,1,0.25
Monique Davis,39583203,STX,2023-08-18,45,19,0.42
James Rhodes,91962453,FTW,2023-08-18,82,80,0.98
Matthew Sanchez,96730712,FTW,2023-08-18,13,7,0.54
Seth Tran,26028559,SHV,2023-08-18,15,10,0.67
Jacob Taylor,82557048,SHV,2023-08-18,27,7,0.26
David West,97218182,FTW,2023-08-18,4,0,0.0
Christina Hernandez,73867417,OKC,2023-08-18,12,6,0.5
James Montoya,80808297,SHV,2023-08-18,22,10,0.45
James Cook,28080912,HOU,2023-08-18,10,8,0.8
Lisa Cox,85448011,OKC,2023-08-18,14,8,0.57
James Thompson,54275980,SHV,2023-08-18,13,4,0.31
Brandy Miller,17426573,DAL,2023-08-18,4,4,1.0
Matthew Smith,33080142,STX,2023-08-18,25,12,0.48
Jeffrey Smith,83152142,STX,2023-08-18,4,4,1.0
Bobby Cummings,30700646,HOU,2023-08-18,33,30,0.91
Sean Robertson,63184988,HOU,2023-08-18,11,3,0.27
Tammy Harris,75592235,STX,2023-08-18,0,0,
Victoria Carlson,64573636,STX,2023-08-18,14,0,0.0
Ryan Brown,56185271,FTW,2023-08-18,11,11,1.0
Benjamin Stephens,34036186,DAL,2023-08-18,24,24,1.0
Douglas Nelson,7837865,OKC,2023-08-18,12,4,0.33
Monica Saunders,77624219,STX,2023-08-18,17,10,0.59
Anne French,35660979,DAL,2023-08-18,13,4,0.31
Brian Fisher,76391571,DAL,2023-08-18,0,0,
Jeanne Williamson,71039737,DAL,2023-08-18,6,3,0.5
Douglas Nichols,77270999,SHV,2023-08-21,11,8,0.73
David Ford,9977034,FTW,2023-08-21,16,8,0.5
Sean Obrien,15537511,HOU,2023-08-21,3,0,0.0
Natalie Hopkins,40497336,SHV,2023-08-21,31,31,1.0
Stacy Turner,73458833,DAL,2023-08-21,8,4,0.5
James Harris,90946995,FTW,2023-08-21,2,2,1.0
Sarah Cook,26413709,SHV,2023-08-21,34,34,1.0
Amy Escobar,24798974,SHV,2023-08-21,47,12,0.26
Latoya Salazar,67499931,OKC,2023-08-21,28,13,0.46
Brenda Anderson,19927556,SHV,2023-08-21,4,4,1.0
Rachel Williams,82865659,FTW,2023-08-21,4,4,1.0
Dana Stewart,60786305,STX,2023-08-21,6,2,0.33
Sandra Harris,96132022,DAL,2023-08-21,12,8,0.67
James Roach,20716601,STX,2023-08-21,2,2,1.0
Anna Arnold,66814478,DAL,2023-08-21,2,2,1.0
Jose Mendoza,69637807,HOU,2023-08-21,2,2,1.0
Charles Lloyd,98201322,OKC,2023-08-21,7,7,1.0
Sheryl Hill,34639709,DAL,2023-08-21,35,1,0.03
David Murray,6339396,DAL,2023-08-21,83,60,0.72
Patricia Jackson,39617078,SHV,2023-08-21,1,1,1.0
Jordan Riggs,45897467,DAL,2023-08-21,7,4,0.57
Gregory Stewart,4886122,HOU,2023-08-21,2,2,1.0
Mark Collier,9309564,OKC,2023-08-21,13,8,0.62
Lauren Singleton,42856486,STX,2023-08-21,24,15,0.62
Ronald Duarte,50493362,SHV,2023-08-21,15,10,0.67
John White,93384238,STX,2023-08-21,28,8,0.29
Sandra Hopkins,48756022,DAL,2023-08-21,16,4,0.25
Jill Perez,18947956,DAL,2023-08-21,1,1,1.0
John Jones,77743148,HOU,2023-08-21,9,1,0.11
Valerie Martinez,11650492,FTW,2023-08-21,6,2,0.33
Chelsea Maddox,66295315,STX,2023-08-21,1,0,0.0
Chase Hammond,23514686,FTW,2023-08-21,6,3,0.5
Dorothy Mcbride,83218580,DAL,2023-08-21,37,30,0.81
Barbara Ryan,17568007,DAL,2023-08-21,12,11,0.92
Lynn Hawkins,87449731,HOU,2023-08-21,19,0,0.0
Clarence Gonzalez,2392005,HOU,2023-08-21,29,23,0.79
Anna Smith,2526554,FTW,2023-08-21,39,38,0.97
Peggy Tate,30840273,FTW,2023-08-21,28,14,0.5
Matthew Miles,88643207,FTW,2023-08-21,21,19,0.9
Ruth Hansen,26410811,OKC,2023-08-21,24,4,0.17
Melissa Jones,92375666,FTW,2023-08-21,15,12,0.8
Jose Lloyd,56962859,FTW,2023-08-21,6,5,0.83
Travis Hernandez,31868090,DAL,2023-08-21,14,4,0.29
Elaine Flores,82308356,OKC,2023-08-21,32,30,0.94
Kiara Williams,9364733,FTW,2023-08-21,21,19,0.9
Erin Johnson,47665349,HOU,2023-08-21,21,11,0.52
Kimberly Lawson,16559716,SHV,2023-08-21,38,7,0.18
Mary Watson,6002164,HOU,2023-08-21,14,9,0.64
David Newton,67750878,STX,2023-08-21,85,63,0.74
Rachel Parsons,26264579,FTW,2023-08-21,1,1,1.0
Karen Mathis,27600905,HOU,2023-08-21,1,1,1.0
Jennifer Bowman,59486462,FTW,2023-08-21,10,0,0.0
Patrick Small,39057094,HOU,2023-08-21,7,6,0.86
Jeremy Fry,1481337,STX,2023-08-21,12,12,1.0
Denise Sanchez,58873729,SHV,2023-08-21,6,4,0.67
Miranda West,46967111,STX,2023-08-21,37,9,0.24
Jose Carroll,34218855,FTW,2023-08-21,17,6,0.35
Roberto Alexander,57320968,FTW,2023-08-21,20,7,0.35
Colin King,27389471,OKC,2023-08-21,8,0,0.0
Ethan Gallegos,3536701,HOU,2023-08-21,18,9,0.5
Brittany Webb,37390235,FTW,2023-08-21,10,2,0.2
Austin Herrera,60256606,STX,2023-08-21,2,2,1.0
Bryan Pham,7886301,STX,2023-08-21,13,11,0.85
Brian Taylor,75222115,FTW,2023-08-21,50,13,0.26
Jennifer Brown,57107385,DAL,2023-08-21,60,10,0.17
Tiffany Smith,69716341,SHV,2023-08-21,49,41,0.84
Kristy Jacobs,68190334,HOU,2023-08-21,32,9,0.28
Tony Powell,20879496,DAL,2023-08-21,8,3,0.38
Brandon Moreno,4793547,DAL,2023-08-21,80,58,0.72
Anna Nelson,14325942,SHV,2023-08-21,6,4,0.67
Jacob Carr,74843235,DAL,2023-08-21,5,1,0.2
Pamela Maldonado,81354516,STX,2023-08-21,29,22,0.76
Ryan Porter,34435132,OKC,2023-08-21,70,61,0.87
Hunter Munoz,80766757,OKC,2023-08-21,31,1,0.03
James Bartlett,92131686,OKC,2023-08-21,0,0,
John Woodward,43839176,DAL,2023-08-21,17,0,0.0
Tina Brown,60561543,DAL,2023-08-21,22,11,0.5
Tina Hernandez,72195856,STX,2023-08-21,11,4,0.36
Monique Ray,64606888,HOU,2023-08-21,51,14,0.27
Dave Graham,11267032,STX,2023-08-21,38,16,0.42
Timothy Mccormick,12800401,STX,2023-08-21,2,1,0.5
Adam Farmer,43978655,DAL,2023-08-21,16,16,1.0
Chris Madden,94850672,OKC,2023-08-21,5,1,0.2
Daniel Ibarra,42835825,HOU,2023-08-21,14,14,1.0
Gary Jennings,17112032,DAL,2023-08-21,23,20,0.87
Tracy Johnson,8933606,STX,2023-08-21,0,0,
Sara Davis,40994287,FTW,2023-08-21,0,0,
Michael Gonzales,94497229,DAL,2023-08-21,19,2,0.11
Michael Leach,87179195,STX,2023-08-21,24,12,0.5
Mark Flowers,41639238,HOU,2023-08-21,49,21,0.43
Janice Farmer,97058780,STX,2023-08-21,30,26,0.87
Jacob Hood,31301588,FTW,2023-08-21,5,4,0.8
Elizabeth Stevenson,94871444,STX,2023-08-21,21,5,0.24
Tanner Romero,34636635,SHV,2023-08-21,20,19,0.95
Karen Wells,69335321,FTW,2023-08-21,1,1,1.0
Erik Thompson,49016266,HOU,2023-08-21,8,5,0.62
Rhonda Brooks,13604223,OKC,2023-08-21,86,13,0.15
Brandon Harrell,33123179,SHV,2023-08-21,6,0,0.0
Caitlin George,47685118,HOU,2023-08-21,13,9,0.69
Eric Jackson,53018010,SHV,2023-08-21,4,1,0.25
Thomas Cummings,57246918,FTW,2023-08-21,4,3,0.75
Heather Fuller,16604091,STX,2023-08-21,7,2,0.29
Jimmy Ruiz,63589781,SHV,2023-08-21,1,1,1.0
Veronica Powell,36801459,OKC,2023-08-21,29,12,0.41
Wanda Stanton,4154277,STX,2023-08-21,4,1,0.25
Tami Cooke,14858504,DAL,2023-08-21,15,11,0.73
Lori Glover,31638930,FTW,2023-08-21,25,20,0.8
Cassandra Mckinney,6676986,FTW,2023-08-21,2,1,0.5
Amanda Edwards,65745320,OKC,2023-08-21,4,2,0.5
Stephanie Williams,94908655,STX,2023-08-21,0,0,
Sean Jensen,35869513,OKC,2023-08-21,28,13,0.46
Vicki Lucas,12893340,DAL,2023-08-21,43,32,0.74
Chris Strong,75702629,HOU,2023-08-21,52,38,0.73
Melody Morris,47601713,STX,2023-08-21,11,2,0.18
Brent Farmer,88724736,HOU,2023-08-21,24,11,0.46
Kaitlyn Riley,59208620,FTW,2023-08-21,0,0,
Hunter Woods,75028321,DAL,2023-08-21,4,3,0.75
Jared Brown,52539361,FTW,2023-08-21,5,2,0.4
Tammy Martinez,70842924,DAL,2023-08-21,33,3,0.09
Amy Griffin,18363974,FTW,2023-08-21,12,8,0.67
Susan Carlson,16135607,OKC,2023-08-21,19,8,0.42
Aaron Gaines,52252216,SHV,2023-08-21,36,7,0.19
Jacob Mccormick,72130366,SHV,2023-08-21,14,2,0.14
Timothy Doyle,7543154,FTW,2023-08-21,0,0,
Alexandria Bass,21931263,SHV,2023-08-21,44,33,0.75
Monique Davis,39583203,STX,2023-08-21,33,11,0.33
James Rhodes,91962453,FTW,2023-08-21,51,45,0.88
Matthew Sanchez,96730712,FTW,2023-08-21,23,13,0.57
Seth Tran,26028559,SHV,2023-08-21,11,9,0.82
Jacob Taylor,82557048,SHV,2023-08-21,9,0,0.0
David West,97218182,FTW,2023-08-21,17,3,0.18
Christina Hernandez,73867417,OKC,2023-08-21,21,0,0.0
James Montoya,80808297,SHV,2023-08-21,6,0,0.0
James Cook,28080912,HOU,2023-08-21,15,7,0.47
Lisa Cox,85448011,OKC,2023-08-21,6,6,1.0
James Thompson,54275980,SHV,2023-08-21,0,0,
Brandy Miller,17426573,DAL,2023-08-21,25,13,0.52
Matthew Smith,33080142,STX,2023-08-21,106,1,0.01
Jeffrey Smith,83152142,STX,2023-08-21,7,4,0.57
Bobby Cummings,30700646,HOU,2023-08-21,41,5,0.12
Sean Robertson,63184988,HOU,2023-08-21,16,4,0.25
Tammy Harris,75592235,STX,2023-08-21,2,1,0.5
Victoria Carlson,64573636,STX,2023-08-21,5,2,0.4
Ryan Brown,56185271,FTW,2023-08-21,1,0,0.0
Benjamin Stephens,34036186,DAL,2023-08-21,45,9,0.2
Douglas Nelson,7837865,OKC,2023-08-21,2,0,0.0
Monica Saunders,77624219,STX,2023-08-21,47,19,0.4
Anne French,35660979,DAL,2023-08-21,8,4,0.5
Brian Fisher,76391571,DAL,2023-08-21,3,0,0.0
Jeanne Williamson,71039737,DAL,2023-08-21,33,9,0.27
Douglas Nichols,77270999,SHV,2023-08-22,4,0,0.0
David Ford,9977034,FTW,2023-08-22,17,13,0.76
Sean Obrien,15537511,HOU,2023-08-22,1,1,1.0
Natalie Hopkins,40497336,SHV,2023-08-22,75,49,0.65
Stacy Turner,73458833,DAL,2023-08-22,4,4,1.0
James Harris,90946995,FTW,2023-08-22,0,0,
