Name,Employee ID,Service Center,Date,Bills per Hour,Handled Shipments,Damaged,First Punch to Scan,First Scan to Punch,Second Punch to Scan,Second Scan to Punch,Dock Time
Gregory Stewart,4886122,HOU,2023-08-03,4.5,16,0,6,3,18,5,3.56
Mark Collier,9309564,OKC,2023-08-03,8.3,59,1,3,5,17,2,7.11
Lauren Singleton,42856486,STX,2023-08-03,6.8,66,1,21,62,11,6,9.71
Ronald Duarte,50493362,SHV,2023-08-03,0.9,1,1,7,7,18,2,1.11
John White,93384238,STX,2023-08-03,9.9,106,1,6,13,25,14,10.71
Sandra Hopkins,48756022,DAL,2023-08-03,5.2,23,0,19,17,15,8,4.42
Jill Perez,18947956,DAL,2023-08-03,6.2,51,1,10,11,15,14,8.23
John Jones,77743148,HOU,2023-08-03,4.8,34,1,2,2,6,10,7.08
Valerie Martinez,11650492,FTW,2023-08-03,5.1,40,1,17,14,14,5,7.84
Chelsea Maddox,66295315,STX,2023-08-03,9.7,29,2,7,13,2,42,2.99
Chase Hammond,23514686,FTW,2023-08-03,10.9,24,1,6,8,12,5,2.2
Dorothy Mcbride,83218580,DAL,2023-08-03,3.8,43,0,16,18,15,10,11.32
Barbara Ryan,17568007,DAL,2023-08-03,6.1,70,1,3,17,4,14,11.48
Lynn Hawkins,87449731,HOU,2023-08-03,10.6,113,1,9,18,11,14,10.66
Clarence Gonzalez,2392005,HOU,2023-08-03,1.0,2,1,9,9,15,4,2.0
Anna Smith,2526554,FTW,2023-08-03,8.0,80,0,2,18,54,3,10.0
Peggy Tate,30840273,FTW,2023-08-03,6.1,12,1,13,4,15,4,1.97
Matthew Miles,88643207,FTW,2023-08-03,10.9,95,0,18,7,49,3,8.72
Ruth Hansen,26410811,OKC,2023-08-03,11.6,98,1,10,16,18,10,8.45
Melissa Jones,92375666,FTW,2023-08-03,7.5,38,1,52,21,17,16,5.07
Jose Lloyd,56962859,FTW,2023-08-03,3.3,25,1,2,7,2,64,7.58
Travis Hernandez,31868090,DAL,2023-08-03,3.7,22,1,12,11,14,14,5.95
Elaine Flores,82308356,OKC,2023-08-03,4.7,38,0,2,18,7,5,8.09
Kiara Williams,9364733,FTW,2023-08-03,8.5,23,1,19,16,5,14,2.71
Erin Johnson,47665349,HOU,2023-08-03,3.0,34,0,8,14,8,16,11.33
Kimberly Lawson,16559716,SHV,2023-08-03,1.7,4,0,15,5,19,15,2.35
Mary Watson,6002164,HOU,2023-08-03,5.4,12,0,17,8,5,11,2.22
David Newton,67750878,STX,2023-08-03,2.9,14,0,10,19,5,23,4.83
Rachel Parsons,26264579,FTW,2023-08-03,1.6,17,1,3,9,12,13,10.62
Karen Mathis,27600905,HOU,2023-08-03,0.8,6,1,16,16,19,2,7.5
Jennifer Bowman,59486462,FTW,2023-08-03,10.8,95,1,17,14,50,17,8.8
Patrick Small,39057094,HOU,2023-08-03,11.8,125,2,12,3,12,51,10.59
Jeremy Fry,1481337,STX,2023-08-03,6.6,25,1,7,9,8,19,3.79
Denise Sanchez,58873729,SHV,2023-08-03,5.2,35,1,19,14,10,6,6.73
Miranda West,46967111,STX,2023-08-03,11.9,94,1,18,19,11,4,7.9
Jose Carroll,34218855,FTW,2023-08-03,5.9,68,0,16,17,19,16,11.53
Roberto Alexander,57320968,FTW,2023-08-03,4.6,16,0,64,23,19,6,3.48
Colin King,27389471,OKC,2023-08-03,7.8,43,0,19,4,7,10,5.51
Ethan Gallegos,3536701,HOU,2023-08-03,6.9,20,1,14,4,6,18,2.9
Brittany Webb,37390235,FTW,2023-08-03,8.8,100,0,8,5,54,15,11.36
Austin Herrera,60256606,STX,2023-08-03,9.0,60,1,8,2,11,14,6.67
Bryan Pham,7886301,STX,2023-08-03,3.9,20,0,8,7,9,2,5.13
Brian Taylor,75222115,FTW,2023-08-03,8.7,83,0,3,6,15,47,9.54
Jennifer Brown,57107385,DAL,2023-08-03,10.9,38,1,9,13,43,16,3.49
Tiffany Smith,69716341,SHV,2023-08-03,10.0,85,1,4,5,9,9,8.5
Kristy Jacobs,68190334,HOU,2023-08-03,3.6,7,1,3,14,5,8,1.94
Tony Powell,20879496,DAL,2023-08-03,1.6,5,0,12,12,4,5,3.12
Brandon Moreno,4793547,DAL,2023-08-03,3.0,25,0,9,17,8,6,8.33
Anna Nelson,14325942,SHV,2023-08-03,1.6,6,1,6,14,17,9,3.75
Jacob Carr,74843235,DAL,2023-08-03,11.7,132,1,4,8,12,19,11.28
Pamela Maldonado,81354516,STX,2023-08-03,7.3,67,0,2,18,12,19,9.18
Ryan Porter,34435132,OKC,2023-08-03,9.4,58,0,10,17,16,7,6.17
Hunter Munoz,80766757,OKC,2023-08-03,4.1,30,1,4,4,18,5,7.32
James Bartlett,92131686,OKC,2023-08-03,1.7,18,3,25,27,12,26,10.59
John Woodward,43839176,DAL,2023-08-03,6.3,48,1,14,12,11,4,7.62
Tina Brown,60561543,DAL,2023-08-03,2.3,24,1,15,5,4,19,10.43
Tina Hernandez,72195856,STX,2023-08-03,4.5,28,0,13,8,66,30,6.22
Monique Ray,64606888,HOU,2023-08-03,3.4,15,0,4,19,6,12,4.41
Dave Graham,11267032,STX,2023-08-03,1.5,12,0,17,14,11,16,8.0
Timothy Mccormick,12800401,STX,2023-08-03,1.7,8,0,12,3,15,3,4.71
Adam Farmer,43978655,DAL,2023-08-03,7.3,87,1,7,6,14,8,11.92
Chris Madden,94850672,OKC,2023-08-03,7.1,73,0,9,18,7,6,10.28
Daniel Ibarra,42835825,HOU,2023-08-03,5.9,14,1,8,6,18,12,2.37
Gary Jennings,17112032,DAL,2023-08-03,9.7,103,0,7,9,50,13,10.62
Tracy Johnson,8933606,STX,2023-08-03,10.8,69,1,12,13,11,45,6.39
Sara Davis,40994287,FTW,2023-08-03,10.9,76,0,9,14,15,5,6.97
Michael Gonzales,94497229,DAL,2023-08-03,8.5,58,0,3,4,18,3,6.82
Michael Leach,87179195,STX,2023-08-03,8.6,26,0,18,12,17,15,3.02
Mark Flowers,41639238,HOU,2023-08-03,2.1,12,1,2,4,11,10,5.71
Janice Farmer,97058780,STX,2023-08-03,9.1,81,1,6,5,49,3,8.9
Jacob Hood,31301588,FTW,2023-08-03,7.1,84,1,66,40,9,13,11.83
Elizabeth Stevenson,94871444,STX,2023-08-03,11.2,76,1,3,6,2,9,6.79
Tanner Romero,34636635,SHV,2023-08-03,3.1,14,1,8,3,6,10,4.52
Karen Wells,69335321,FTW,2023-08-03,6.4,40,1,5,6,7,5,6.25
Erik Thompson,49016266,HOU,2023-08-03,10.9,109,0,18,14,18,8,10.0
Rhonda Brooks,13604223,OKC,2023-08-03,4.0,23,2,4,8,6,29,5.75
Brandon Harrell,33123179,SHV,2023-08-03,0.9,10,0,17,10,6,4,11.11
Caitlin George,47685118,HOU,2023-08-03,10.5,25,1,14,15,19,10,2.38
Eric Jackson,53018010,SHV,2023-08-03,4.3,12,0,3,18,10,15,2.79
Thomas Cummings,57246918,FTW,2023-08-03,9.8,30,0,5,9,12,11,3.06
Heather Fuller,16604091,STX,2023-08-03,11.1,64,0,14,2,15,12,5.77
Jimmy Ruiz,63589781,SHV,2023-08-03,10.0,23,0,3,2,18,17,2.3
Veronica Powell,36801459,OKC,2023-08-03,1.1,7,0,19,5,65,16,6.36
Wanda Stanton,4154277,STX,2023-08-03,11.5,58,0,7,19,7,13,5.04
Tami Cooke,14858504,DAL,2023-08-03,3.5,34,1,19,13,7,9,9.71
Lori Glover,31638930,FTW,2023-08-03,6.6,70,1,2,2,7,61,10.61
Cassandra Mckinney,6676986,FTW,2023-08-03,4.0,11,0,14,11,14,60,2.75
Amanda Edwards,65745320,OKC,2023-08-03,7.0,23,1,26,21,50,6,3.29
Stephanie Williams,94908655,STX,2023-08-03,3.1,29,0,2,14,7,2,9.35
Sean Jensen,35869513,OKC,2023-08-03,8.7,42,1,16,19,4,12,4.83
Vicki Lucas,12893340,DAL,2023-08-03,3.8,10,1,18,16,9,19,2.63
Chris Strong,75702629,HOU,2023-08-03,2.4,11,1,14,18,10,12,4.58
Melody Morris,47601713,STX,2023-08-03,4.2,46,0,19,19,14,14,10.95
Brent Farmer,88724736,HOU,2023-08-03,6.9,64,1,11,11,5,8,9.28
Kaitlyn Riley,59208620,FTW,2023-08-03,10.4,117,0,10,6,17,9,11.25
Hunter Woods,75028321,DAL,2023-08-03,4.2,13,0,17,8,52,13,3.1
Jared Brown,52539361,FTW,2023-08-03,1.0,6,0,15,16,12,7,6.0
Tammy Martinez,70842924,DAL,2023-08-03,6.6,61,2,9,3,3,29,9.24
Amy Griffin,18363974,FTW,2023-08-03,0.6,2,0,19,16,7,9,3.33
Susan Carlson,16135607,OKC,2023-08-03,8.0,45,0,7,8,16,10,5.62
Aaron Gaines,52252216,SHV,2023-08-03,2.3,25,1,5,15,10,11,10.87
Jacob Mccormick,72130366,SHV,2023-08-03,1.3,8,0,16,15,9,3,6.15
Timothy Doyle,7543154,FTW,2023-08-03,1.7,8,0,6,10,4,4,4.71
Alexandria Bass,21931263,SHV,2023-08-03,10.3,59,1,3,3,5,8,5.73
Monique Davis,39583203,STX,2023-08-03,1.3,9,1,22,53,13,15,6.92
James Rhodes,91962453,FTW,2023-08-03,1.6,7,1,15,7,8,15,4.38
Matthew Sanchez,96730712,FTW,2023-08-03,9.1,78,1,6,13,8,9,8.57
Seth Tran,26028559,SHV,2023-08-03,6.0,71,0,18,11,4,11,11.83
Jacob Taylor,82557048,SHV,2023-08-03,0.7,4,0,5,10,54,30,5.71
David West,97218182,FTW,2023-08-03,8.6,96,1,4,5,18,19,11.16
Christina Hernandez,73867417,OKC,2023-08-03,6.9,29,1,13,2,6,2,4.2
James Montoya,80808297,SHV,2023-08-03,9.6,78,1,4,4,35,14,8.12
James Cook,28080912,HOU,2023-08-03,10.7,53,1,9,3,7,7,4.95
Lisa Cox,85448011,OKC,2023-08-03,5.0,31,1,8,10,12,4,6.2
James Thompson,54275980,SHV,2023-08-03,10.9,82,1,14,17,5,68,7.52
Brandy Miller,17426573,DAL,2023-08-03,4.6,14,0,7,4,19,9,3.04
Matthew Smith,33080142,STX,2023-08-03,7.8,52,1,4,6,17,3,6.67
Jeffrey Smith,83152142,STX,2023-08-03,10.7,85,1,16,7,13,11,7.94
Bobby Cummings,30700646,HOU,2023-08-03,4.5,31,0,4,16,13,8,6.89
Sean Robertson,63184988,HOU,2023-08-03,2.1,8,3,9,17,6,26,3.81
Tammy Harris,75592235,STX,2023-08-03,0.9,6,0,18,14,17,4,6.67
Victoria Carlson,64573636,STX,2023-08-03,2.9,5,1,48,69,56,13,1.72
Ryan Brown,56185271,FTW,2023-08-03,7.3,22,0,4,19,12,7,3.01
Benjamin Stephens,34036186,DAL,2023-08-03,9.3,24,1,16,18,5,17,2.58
Douglas Nelson,7837865,OKC,2023-08-03,4.5,52,0,5,14,15,9,11.56
Monica Saunders,77624219,STX,2023-08-03,5.5,47,0,10,15,3,8,8.55
Anne French,35660979,DAL,2023-08-03,8.3,19,0,11,7,2,7,2.29
Brian Fisher,76391571,DAL,2023-08-03,2.1,6,1,18,3,4,16,2.86
Jeanne Williamson,71039737,DAL,2023-08-03,2.7,16,0,16,6,3,9,5.93
Douglas Nichols,77270999,SHV,2023-08-04,10.6,23,0,15,4,9,8,2.17
David Ford,9977034,FTW,2023-08-04,5.3,15,1,2,4,13,66,2.83
Sean Obrien,15537511,HOU,2023-08-04,9.7,112,0,11,8,2,5,11.55
Natalie Hopkins,40497336,SHV,2023-08-04,9.1,96,1,6,9,11,19,10.55
Stacy Turner,73458833,DAL,2023-08-04,11.0,47,1,17,7,7,16,4.27
James Harris,90946995,FTW,2023-08-04,1.0,3,1,10,15,34,9,3.0
Sarah Cook,26413709,SHV,2023-08-04,2.9,12,0,3,17,66,14,4.14
Amy Escobar,24798974,SHV,2023-08-04,4.8,45,1,19,13,3,17,9.38
Latoya Salazar,67499931,OKC,2023-08-04,8.5,37,0,6,19,8,13,4.35
Brenda Anderson,19927556,SHV,2023-08-04,8.2,78,1,53,22,10,19,9.51
Rachel Williams,82865659,FTW,2023-08-04,5.9,14,1,5,6,17,6,2.37
Dana Stewart,60786305,STX,2023-08-04,5.3,57,1,8,19,9,3,10.75
Sandra Harris,96132022,DAL,2023-08-04,3.9,10,2,13,17,13,45,2.56
James Roach,20716601,STX,2023-08-04,8.3,95,1,15,2,3,19,11.45
Anna Arnold,66814478,DAL,2023-08-04,5.7,56,1,4,7,4,23,9.82
Jose Mendoza,69637807,HOU,2023-08-04,7.9,78,1,6,5,6,6,9.87
Charles Lloyd,98201322,OKC,2023-08-04,1.7,9,1,4,14,5,12,5.29
Sheryl Hill,34639709,DAL,2023-08-04,2.7,12,0,10,6,14,13,4.44
David Murray,6339396,DAL,2023-08-04,6.5,42,1,2,16,62,15,6.46
Patricia Jackson,39617078,SHV,2023-08-04,10.5,116,0,19,10,17,3,11.05
Jordan Riggs,45897467,DAL,2023-08-04,9.1,40,0,4,13,8,7,4.4
Gregory Stewart,4886122,HOU,2023-08-04,5.3,10,1,7,3,11,9,1.89
Mark Collier,9309564,OKC,2023-08-04,3.6,30,1,2,12,18,11,8.33
Lauren Singleton,42856486,STX,2023-08-04,9.7,25,0,18,6,9,41,2.58
Ronald Duarte,50493362,SHV,2023-08-04,9.7,104,1,18,18,4,9,10.72
John White,93384238,STX,2023-08-04,6.5,45,0,10,11,4,13,6.92
Sandra Hopkins,48756022,DAL,2023-08-04,6.1,25,0,56,67,18,9,4.1
Jill Perez,18947956,DAL,2023-08-04,6.0,41,1,3,11,10,7,6.83
John Jones,77743148,HOU,2023-08-04,6.5,64,0,5,19,11,14,9.85
Valerie Martinez,11650492,FTW,2023-08-04,8.8,79,1,9,19,2,9,8.98
Chelsea Maddox,66295315,STX,2023-08-04,5.4,18,1,14,3,37,18,3.33
Chase Hammond,23514686,FTW,2023-08-04,5.9,41,0,4,6,53,5,6.95
Dorothy Mcbride,83218580,DAL,2023-08-04,2.9,24,0,3,11,16,10,8.28
Barbara Ryan,17568007,DAL,2023-08-04,4.1,28,0,19,10,12,3,6.83
Lynn Hawkins,87449731,HOU,2023-08-04,5.2,43,3,8,10,15,42,8.27
Clarence Gonzalez,2392005,HOU,2023-08-04,4.6,38,1,12,3,17,17,8.26
Anna Smith,2526554,FTW,2023-08-04,6.1,71,1,16,5,15,10,11.64
Peggy Tate,30840273,FTW,2023-08-04,4.0,9,1,10,3,2,18,2.25
Matthew Miles,88643207,FTW,2023-08-04,2.4,17,1,12,10,4,7,7.08
Ruth Hansen,26410811,OKC,2023-08-04,5.9,68,1,10,17,17,19,11.53
Melissa Jones,92375666,FTW,2023-08-04,10.1,118,1,5,5,17,6,11.68
Jose Lloyd,56962859,FTW,2023-08-04,1.6,8,0,10,19,15,6,5.0
Travis Hernandez,31868090,DAL,2023-08-04,4.9,21,1,10,10,6,11,4.29
Elaine Flores,82308356,OKC,2023-08-04,5.2,47,0,38,37,15,54,9.04
Kiara Williams,9364733,FTW,2023-08-04,3.5,10,0,12,5,28,10,2.86
Erin Johnson,47665349,HOU,2023-08-04,10.7,83,0,5,3,8,23,7.76
Kimberly Lawson,16559716,SHV,2023-08-04,6.3,69,0,17,9,9,13,10.95
Mary Watson,6002164,HOU,2023-08-04,4.7,54,0,4,8,6,8,11.49
David Newton,67750878,STX,2023-08-04,9.4,24,1,5,9,11,8,2.55
Rachel Parsons,26264579,FTW,2023-08-04,2.8,29,1,7,13,14,10,10.36
Karen Mathis,27600905,HOU,2023-08-04,9.4,93,1,16,15,19,12,9.89
Jennifer Bowman,59486462,FTW,2023-08-04,9.4,76,0,16,16,16,3,8.09
Patrick Small,39057094,HOU,2023-08-04,5.9,62,0,6,16,14,3,10.51
Jeremy Fry,1481337,STX,2023-08-04,8.0,40,1,7,16,2,8,5.0
Denise Sanchez,58873729,SHV,2023-08-04,6.7,52,1,10,4,42,5,7.76
Miranda West,46967111,STX,2023-08-04,10.7,96,0,18,14,2,12,8.97
Jose Carroll,34218855,FTW,2023-08-04,8.5,42,3,12,5,17,35,4.94
Roberto Alexander,57320968,FTW,2023-08-04,7.3,45,1,6,10,50,4,6.16
Colin King,27389471,OKC,2023-08-04,3.3,29,1,8,2,11,18,8.79
Ethan Gallegos,3536701,HOU,2023-08-04,1.4,4,1,18,2,14,16,2.86
Brittany Webb,37390235,FTW,2023-08-04,6.9,26,1,30,35,3,19,3.77
Austin Herrera,60256606,STX,2023-08-04,8.0,87,1,19,5,15,8,10.88
Bryan Pham,7886301,STX,2023-08-04,7.0,44,1,16,3,18,9,6.29
Brian Taylor,75222115,FTW,2023-08-04,0.9,3,1,10,4,8,17,3.33
Jennifer Brown,57107385,DAL,2023-08-04,7.7,19,0,12,6,6,11,2.47
Tiffany Smith,69716341,SHV,2023-08-04,7.8,64,0,10,9,5,13,8.21
Kristy Jacobs,68190334,HOU,2023-08-04,0.8,4,0,17,6,2,19,5.0
Tony Powell,20879496,DAL,2023-08-04,7.5,42,1,3,7,6,42,5.6
Brandon Moreno,4793547,DAL,2023-08-04,11.6,90,0,11,7,18,18,7.76
Anna Nelson,14325942,SHV,2023-08-04,7.1,54,1,5,19,5,16,7.61
Jacob Carr,74843235,DAL,2023-08-04,6.9,71,0,16,11,40,14,10.29
Pamela Maldonado,81354516,STX,2023-08-04,8.2,48,0,19,18,19,2,5.85
Ryan Porter,34435132,OKC,2023-08-04,7.2,26,1,19,2,2,43,3.61
Hunter Munoz,80766757,OKC,2023-08-04,6.2,17,1,11,18,7,5,2.74
James Bartlett,92131686,OKC,2023-08-04,5.9,32,1,2,17,3,3,5.42
John Woodward,43839176,DAL,2023-08-04,2.5,8,1,15,7,10,18,3.2
Tina Brown,60561543,DAL,2023-08-04,8.6,32,1,2,10,6,11,3.72
Tina Hernandez,72195856,STX,2023-08-04,1.6,9,0,61,47,10,8,5.62
Monique Ray,64606888,HOU,2023-08-04,6.2,29,2,2,15,25,54,4.68
Dave Graham,11267032,STX,2023-08-04,9.2,101,0,6,7,16,11,10.98
Timothy Mccormick,12800401,STX,2023-08-04,1.2,12,0,5,12,5,7,10.0
Adam Farmer,43978655,DAL,2023-08-04,1.3,8,0,18,6,19,15,6.15
Chris Madden,94850672,OKC,2023-08-04,3.4,14,0,3,12,9,7,4.12
Daniel Ibarra,42835825,HOU,2023-08-04,7.6,34,1,8,17,41,14,4.47
Gary Jennings,17112032,DAL,2023-08-04,4.3,45,0,16,17,5,2,10.47
Tracy Johnson,8933606,STX,2023-08-04,5.7,24,0,6,7,16,19,4.21
Sara Davis,40994287,FTW,2023-08-04,1.5,8,1,14,19,12,12,5.33
Michael Gonzales,94497229,DAL,2023-08-04,4.0,11,1,15,6,12,14,2.75
Michael Leach,87179195,STX,2023-08-04,1.1,10,1,11,10,18,9,9.09
Mark Flowers,41639238,HOU,2023-08-04,0.7,4,1,2,8,3,29,5.71
Janice Farmer,97058780,STX,2023-08-04,0.6,7,0,11,19,12,4,11.67
Jacob Hood,31301588,FTW,2023-08-04,4.3,17,0,9,12,7,4,3.95
Elizabeth Stevenson,94871444,STX,2023-08-04,3.8,9,0,5,2,16,12,2.37
Tanner Romero,34636635,SHV,2023-08-04,8.2,82,1,2,11,7,13,10.0
Karen Wells,69335321,FTW,2023-08-04,7.0,17,1,32,44,10,18,2.43
Erik Thompson,49016266,HOU,2023-08-04,10.0,53,1,12,9,13,6,5.3
Rhonda Brooks,13604223,OKC,2023-08-04,2.0,23,0,8,5,36,5,11.5
Brandon Harrell,33123179,SHV,2023-08-04,2.0,11,0,16,10,4,19,5.5
Caitlin George,47685118,HOU,2023-08-04,8.7,36,1,7,10,12,9,4.14
Eric Jackson,53018010,SHV,2023-08-04,4.3,39,1,13,15,19,14,9.07
Thomas Cummings,57246918,FTW,2023-08-04,3.8,37,3,15,7,4,51,9.74
Heather Fuller,16604091,STX,2023-08-04,5.4,25,1,2,8,18,59,4.63
Jimmy Ruiz,63589781,SHV,2023-08-04,6.9,80,0,7,17,31,8,11.59
Veronica Powell,36801459,OKC,2023-08-04,1.6,13,1,14,8,3,3,8.12
Wanda Stanton,4154277,STX,2023-08-04,5.4,47,0,10,18,9,12,8.7
Tami Cooke,14858504,DAL,2023-08-04,9.2,103,1,9,12,6,8,11.2
Lori Glover,31638930,FTW,2023-08-04,8.4,55,0,15,16,15,17,6.55
Cassandra Mckinney,6676986,FTW,2023-08-04,6.1,55,0,11,11,10,7,9.02
Amanda Edwards,65745320,OKC,2023-08-04,8.0,78,0,15,9,8,10,9.75
Stephanie Williams,94908655,STX,2023-08-04,6.8,30,0,17,4,51,7,4.41
Sean Jensen,35869513,OKC,2023-08-04,10.6,108,0,10,6,17,19,10.19
Vicki Lucas,12893340,DAL,2023-08-04,5.0,27,1,52,60,10,48,5.4
Chris Strong,75702629,HOU,2023-08-04,7.8,62,0,17,5,16,19,7.95
Melody Morris,47601713,STX,2023-08-04,11.7,116,1,2,12,15,7,9.91
Brent Farmer,88724736,HOU,2023-08-04,5.4,29,0,13,11,5,17,5.37
Kaitlyn Riley,59208620,FTW,2023-08-04,7.4,50,0,4,4,14,17,6.76
Hunter Woods,75028321,DAL,2023-08-04,4.7,43,1,3,2,16,7,9.15
Jared Brown,52539361,FTW,2023-08-04,10.2,93,0,13,18,11,15,9.12
Tammy Martinez,70842924,DAL,2023-08-04,0.9,3,0,17,11,10,10,3.33
Amy Griffin,18363974,FTW,2023-08-04,7.3,57,0,15,2,8,18,7.81
Susan Carlson,16135607,OKC,2023-08-04,7.5,82,0,11,13,9,18,10.93
Aaron Gaines,52252216,SHV,2023-08-04,5.6,48,0,13,2,8,2,8.57
Jacob Mccormick,72130366,SHV,2023-08-04,1.0,4,2,12,18,69,50,4.0
Timothy Doyle,7543154,FTW,2023-08-04,7.0,75,0,8,12,2,8,10.71
Alexandria Bass,21931263,SHV,2023-08-04,9.5,51,1,4,8,9,5,5.37
Monique Davis,39583203,STX,2023-08-04,7.6,15,0,2,13,2,3,1.97
James Rhodes,91962453,FTW,2023-08-04,6.8,71,1,9,7,21,15,10.44
Matthew Sanchez,96730712,FTW,2023-08-04,7.3,56,1,6,5,9,4,7.67
Seth Tran,26028559,SHV,2023-08-04,1.3,12,0,28,42,8,6,9.23
Jacob Taylor,82557048,SHV,2023-08-04,0.6,1,0,7,19,4,10,1.67
David West,97218182,FTW,2023-08-04,2.4,12,1,9,10,3,61,5.0
Christina Hernandez,73867417,OKC,2023-08-04,10.6,26,1,8,15,4,14,2.45
James Montoya,80808297,SHV,2023-08-04,2.8,30,0,9,19,16,9,10.71
James Cook,28080912,HOU,2023-08-04,8.6,39,1,3,3,16,28,4.53
Lisa Cox,85448011,OKC,2023-08-04,2.4,10,0,9,3,17,8,4.17
James Thompson,54275980,SHV,2023-08-04,3.7,34,1,9,18,43,2,9.19
Brandy Miller,17426573,DAL,2023-08-04,4.0,15,1,13,8,4,13,3.75
Matthew Smith,33080142,STX,2023-08-04,2.8,21,0,5,15,18,17,7.5
Jeffrey Smith,83152142,STX,2023-08-04,6.1,63,1,15,5,6,14,10.33
Bobby Cummings,30700646,HOU,2023-08-04,7.5,51,1,3,3,8,5,6.8
Sean Robertson,63184988,HOU,2023-08-04,3.0,11,0,15,5,19,13,3.67
Tammy Harris,75592235,STX,2023-08-04,5.9,27,0,18,16,8,13,4.58
Victoria Carlson,64573636,STX,2023-08-04,11.3,45,0,5,2,10,4,3.98
Ryan Brown,56185271,FTW,2023-08-04,8.4,67,0,5,10,3,4,7.98
Benjamin Stephens,34036186,DAL,2023-08-04,8.0,61,2,12,8,15,49,7.62
Douglas Nelson,7837865,OKC,2023-08-04,11.4,103,0,34,50,15,16,9.04
Monica Saunders,77624219,STX,2023-08-04,1.9,9,1,9,5,6,14,4.74
Anne French,35660979,DAL,2023-08-04,1.0,10,0,6,7,19,11,10.0
Brian Fisher,76391571,DAL,2023-08-04,3.0,26,1,2,11,57,16,8.67
Jeanne Williamson,71039737,DAL,2023-08-04,9.2,61,1,15,3,9,5,6.63
Douglas Nichols,77270999,SHV,2023-08-07,10.8,104,1,15,8,43,13,9.63
David Ford,9977034,FTW,2023-08-07,6.0,15,1,9,15,7,8,2.5
Sean Obrien,15537511,HOU,2023-08-07,7.4,26,0,12,14,15,14,3.51
Natalie Hopkins,40497336,SHV,2023-08-07,2.1,22,1,5,11,17,11,10.48
Stacy Turner,73458833,DAL,2023-08-07,0.7,7,0,11,17,12,18,10.0
James Harris,90946995,FTW,2023-08-07,3.8,42,1,11,17,17,61,11.05
Sarah Cook,26413709,SHV,2023-08-07,6.5,68,0,10,6,2,5,10.46
Amy Escobar,24798974,SHV,2023-08-07,10.4,115,0,12,14,17,17,11.06
Latoya Salazar,67499931,OKC,2023-08-07,9.1,82,1,3,15,7,3,9.01
Brenda Anderson,19927556,SHV,2023-08-07,10.8,117,1,16,19,6,33,10.83
Rachel Williams,82865659,FTW,2023-08-07,11.5,94,1,17,7,11,9,8.17
Dana Stewart,60786305,STX,2023-08-07,2.0,12,0,10,10,55,10,6.0
Sandra Harris,96132022,DAL,2023-08-07,2.5,14,0,62,29,2,15,5.6
James Roach,20716601,STX,2023-08-07,9.6,65,1,10,5,12,5,6.77
Anna Arnold,66814478,DAL,2023-08-07,1.6,16,1,12,4,13,16,10.0
Jose Mendoza,69637807,HOU,2023-08-07,7.8,19,0,17,18,9,18,2.44
Charles Lloyd,98201322,OKC,2023-08-07,4.8,20,2,17,2,4,41,4.17
Sheryl Hill,34639709,DAL,2023-08-07,4.1,39,0,16,9,3,5,9.51
David Murray,6339396,DAL,2023-08-07,11.7,95,0,10,15,15,10,8.12
Patricia Jackson,39617078,SHV,2023-08-07,11.1,114,1,8,11,4,12,10.27
Jordan Riggs,45897467,DAL,2023-08-07,10.1,41,0,13,17,18,17,4.06
Gregory Stewart,4886122,HOU,2023-08-07,5.2,39,1,15,12,19,5,7.5
Mark Collier,9309564,OKC,2023-08-07,6.0,18,0,10,15,8,3,3.0
Lauren Singleton,42856486,STX,2023-08-07,11.8,44,0,14,13,6,16,3.73
Ronald Duarte,50493362,SHV,2023-08-07,1.4,3,1,14,3,59,7,2.14
John White,93384238,STX,2023-08-07,11.7,106,1,18,14,14,5,9.06
Sandra Hopkins,48756022,DAL,2023-08-07,4.2,18,1,13,18,17,10,4.29
Jill Perez,18947956,DAL,2023-08-07,5.3,18,0,17,18,13,23,3.4
John Jones,77743148,HOU,2023-08-07,7.7,74,0,11,6,2,16,9.61
Valerie Martinez,11650492,FTW,2023-08-07,9.4,78,1,46,68,17,11,8.3
Chelsea Maddox,66295315,STX,2023-08-07,10.3,49,1,10,3,2,13,4.76
Chase Hammond,23514686,FTW,2023-08-07,8.6,72,0,8,2,3,13,8.37
Dorothy Mcbride,83218580,DAL,2023-08-07,10.3,42,1,14,12,3,7,4.08
Barbara Ryan,17568007,DAL,2023-08-07,3.5,8,0,2,13,3,3,2.29
Lynn Hawkins,87449731,HOU,2023-08-07,6.9,19,1,11,11,14,7,2.75
Clarence Gonzalez,2392005,HOU,2023-08-07,6.4,30,1,12,15,11,7,4.69
Anna Smith,2526554,FTW,2023-08-07,4.7,14,1,14,7,7,9,2.98
Peggy Tate,30840273,FTW,2023-08-07,1.0,3,0,9,14,29,9,3.0
Matthew Miles,88643207,FTW,2023-08-07,10.4,88,3,5,12,7,48,8.46
Ruth Hansen,26410811,OKC,2023-08-07,11.8,101,1,12,18,7,7,8.56
Melissa Jones,92375666,FTW,2023-08-07,8.5,83,0,5,11,11,5,9.76
Jose Lloyd,56962859,FTW,2023-08-07,4.7,28,1,15,3,3,14,5.96
Travis Hernandez,31868090,DAL,2023-08-07,1.6,16,0,14,11,7,7,10.0
Elaine Flores,82308356,OKC,2023-08-07,5.2,45,0,5,10,15,9,8.65
